Temperature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
33.6,66.97,34.42,Đất thịt tơi xốp,Cây đậu phộng (Lạc),10,0,41,DAP
26.63,46.79,30.36,Đất đỏ bazan,Millets,12,8,17,20-20
36.3,68.21,70.0,Đất đỏ bazan,Cây đậu phộng (Lạc),19,3,18,17-17-17
21.76,55.45,30.34,Đất mùn,Khoai tây,12,4,17,14-35-14
29.07,58.74,28.12,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),11,12,16,28-28
24.29,50.63,39.13,Đất đỏ bazan,Cây chuối,25,0,24,20-20
25.04,55.53,45.1,Đất mùn,Cây chè,10,2,12,14-35-14
34.32,64.31,36.15,Đất sét,Cây bắp,10,4,29,14-35-14
32.59,63.12,70.0,Đất cát,Cây chè,41,0,2,Urea
32.82,59.79,46.25,Đất đỏ bazan,Cây chuối,33,0,0,DAP
32.48,57.76,51.82,Đất mùn,Các loại hạt (hạt mè, hạt  cải),21,4,16,17-17-17
30.49,50.57,60.72,Đất mùn,Các loại đậu,8,2,19,Urea
39.67,70.21,40.71,Đất đỏ bazan,Cây bắp,10,1,37,DAP
22.13,57.13,50.74,Đất sét,Cây lúa,10,13,18,14-35-14
29.23,43.46,33.17,Đất mùn,Khoai tây,16,0,23,14-35-14
35.9,62.63,37.99,Đất mùn,Các loại đậu,8,0,16,10-26-26
31.97,58.76,35.33,Đất sét,Cây chè,8,18,16,DAP
30.52,70.95,33.52,Đất mùn,Cây chuối,12,0,35,28-28
34.03,61.83,32.95,Đất đỏ bazan,Cây chè,6,11,26,DAP
34.1,73.46,37.36,Đất đỏ bazan,Khoai tây,38,0,1,20-20
39.08,71.98,43.54,Đất cát,Cây bắp,6,11,23,20-20
28.55,54.27,52.97,Đất mùn,Cây bông,8,14,26,28-28
29.07,55.27,45.77,Đất đỏ bazan,Millets,7,13,18,17-17-17
34.07,57.14,68.4,Đất đỏ bazan,Cây lúa,22,0,20,14-35-14
27.02,52.06,41.73,Đất sét,Các loại hạt (hạt mè, hạt  cải),16,0,19,10-26-26
33.45,48.18,38.02,Đất sét,Khoai tây,8,15,11,Urea
31.9,69.5,42.17,Đất sét,Millets,12,3,33,Urea
31.14,60.35,52.46,Đất cát,Cây mía,14,0,11,20-20
30.97,54.68,37.37,Đất thịt tơi xốp,Cây lúa,37,1,2,17-17-17
30.31,51.6,31.75,Đất đỏ bazan,Các loại đậu,37,4,0,14-35-14
24.63,56.02,63.95,Đất đỏ bazan,Cây bắp,14,0,19,DAP
35.26,66.79,31.43,Đất sét,Cây chè,19,1,25,14-35-14
32.66,67.55,32.86,Đất mùn,Các loại đậu,39,4,0,20-20
25.98,46.81,32.02,Đất mùn,Cây đậu phộng (Lạc),9,4,8,17-17-17
29.36,69.37,67.13,Đất đỏ bazan,Cây bông,12,9,31,10-26-26
26.82,67.63,48.79,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),9,10,29,20-20
27.68,45.34,27.54,Đất cát,Cây chè,26,0,17,10-26-26
32.35,50.94,60.56,Đất sét,Cây mía,14,2,34,Urea
29.08,58.44,44.95,Đất sét,Các loại hạt (hạt mè, hạt  cải),3,15,21,DAP
38.73,64.24,58.22,Đất mùn,Cây chuối,17,4,42,DAP
32.74,73.33,29.74,Đất đỏ bazan,Các loại đậu,11,9,28,17-17-17
27.48,51.08,47.43,Đất cát,Millets,16,0,20,14-35-14
30.98,57.31,46.71,Đất sét,Các loại hạt (hạt mè, hạt  cải),10,14,24,DAP
29.6,56.7,21.18,Đất mùn,Cây lúa,5,13,19,20-20
32.08,66.03,52.81,Đất mùn,Cây bông,17,0,40,17-17-17
29.49,63.36,44.57,Đất đỏ bazan,Millets,38,0,3,20-20
25.92,60.03,27.02,Đất cát,Các loại hạt (hạt mè, hạt  cải),12,0,12,28-28
26.18,68.33,41.63,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),37,2,0,10-26-26
35.17,70.71,27.27,Đất sét,Cây bắp,24,0,26,14-35-14
36.98,71.46,50.7,Đất cát,Cây bắp,36,1,0,20-20
34.49,73.5,53.12,Đất mùn,Cây chè,10,0,42,14-35-14
25.43,56.25,52.07,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),10,9,35,Urea
27.65,43.04,45.86,Đất mùn,Khoai tây,13,0,9,10-26-26
25.68,59.99,51.16,Đất cát,Cây đậu phộng (Lạc),16,3,7,14-35-14
38.07,59.39,38.63,Đất mùn,Cây đậu phộng (Lạc),17,2,15,Urea
29.69,64.81,55.18,Đất đỏ bazan,Cây chuối,2,4,27,DAP
39.08,71.79,39.02,Đất thịt tơi xốp,Cây bông,9,0,17,14-35-14
33.96,69.47,57.06,Đất thịt tơi xốp,Cây chuối,8,14,22,Urea
31.14,73.75,31.4,Đất sét,Cây mía,11,3,17,10-26-26
36.11,75.99,23.4,Đất thịt tơi xốp,Cây lúa,11,3,41,17-17-17
26.25,51.99,50.36,Đất cát,Các loại hạt (hạt mè, hạt  cải),19,0,18,14-35-14
29.89,60.28,35.37,Đất thịt tơi xốp,Cây bắp,12,2,34,Urea
40.0,71.12,37.22,Đất đỏ bazan,Khoai tây,14,4,38,17-17-17
28.13,51.6,58.09,Đất sét,Cây chè,11,2,38,14-35-14
28.67,68.13,40.26,Đất mùn,Cây bắp,23,3,20,28-28
26.71,54.0,55.47,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),17,0,30,DAP
21.7,53.27,56.56,Đất sét,Cây bắp,36,0,4,10-26-26
31.15,58.86,38.45,Đất thịt tơi xốp,Cây chuối,20,3,25,17-17-17
25.55,68.17,51.97,Đất mùn,Millets,23,0,25,17-17-17
33.79,71.99,49.54,Đất đỏ bazan,Cây bông,42,0,1,DAP
28.67,71.7,49.84,Đất cát,Cây chè,11,11,9,14-35-14
33.94,66.71,33.69,Đất đỏ bazan,Các loại đậu,8,0,16,17-17-17
24.03,58.77,40.78,Đất mùn,Millets,15,4,14,DAP
31.27,51.12,66.51,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),9,2,42,14-35-14
29.69,59.32,48.74,Đất mùn,Các loại đậu,19,1,18,DAP
32.59,60.47,55.36,Đất thịt tơi xốp,Cây chè,19,0,20,20-20
39.38,58.0,21.52,Đất cát,Các loại hạt (hạt mè, hạt  cải),4,10,32,10-26-26
22.6,44.65,29.06,Đất sét,Cây đậu phộng (Lạc),17,0,36,17-17-17
32.81,62.82,28.5,Đất cát,Khoai tây,8,0,36,20-20
26.07,44.83,41.52,Đất đỏ bazan,Cây lúa,6,19,15,14-35-14
23.78,50.25,44.26,Đất cát,Cây mía,44,0,3,20-20
29.12,65.5,30.37,Đất cát,Các loại đậu,24,0,26,17-17-17
24.26,61.26,47.06,Đất đỏ bazan,Cây bắp,14,0,38,14-35-14
35.41,68.17,53.47,Đất cát,Cây chuối,38,0,4,10-26-26
24.95,57.77,34.91,Đất đỏ bazan,Cây bắp,39,1,0,17-17-17
32.94,56.93,51.95,Đất mùn,Cây chè,3,13,15,28-28
26.58,70.19,43.73,Đất cát,Khoai tây,10,14,14,17-17-17
35.99,73.71,47.66,Đất thịt tơi xốp,Cây chè,20,0,22,10-26-26
31.43,47.42,45.65,Đất mùn,Các loại hạt (hạt mè, hạt  cải),8,7,33,10-26-26
24.04,43.72,22.01,Đất thịt tơi xốp,Cây chuối,16,0,37,28-28
36.31,53.88,36.31,Đất mùn,Cây bông,19,0,44,14-35-14
28.16,47.49,29.78,Đất thịt tơi xốp,Cây bắp,14,13,13,28-28
37.94,58.24,42.79,Đất mùn,Khoai tây,3,22,22,28-28
24.42,48.89,41.63,Đất thịt tơi xốp,Các loại đậu,9,16,18,20-20
27.33,58.15,22.18,Đất thịt tơi xốp,Cây lúa,35,3,3,20-20
31.02,44.25,41.7,Đất cát,Khoai tây,35,0,0,Urea
24.63,60.8,31.01,Đất đỏ bazan,Cây lúa,4,18,22,10-26-26
22.31,41.54,59.77,Đất sét,Các loại đậu,10,1,7,17-17-17
28.56,63.57,40.1,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),22,2,25,10-26-26
26.66,54.01,31.78,Đất mùn,Các loại hạt (hạt mè, hạt  cải),34,3,0,20-20
35.53,75.2,29.57,Đất mùn,Cây bắp,8,11,31,Urea
26.26,67.11,38.22,Đất mùn,Cây chuối,16,14,15,20-20
23.52,53.51,70.0,Đất cát,Cây lúa,33,3,0,10-26-26
24.25,58.48,37.87,Đất thịt tơi xốp,Cây mía,10,12,20,Urea
30.53,69.13,35.08,Đất cát,Cây chuối,5,17,19,14-35-14
28.54,60.27,31.15,Đất thịt tơi xốp,Cây lúa,14,1,37,Urea
23.03,47.87,42.5,Đất mùn,Khoai tây,41,2,0,DAP
27.38,41.75,70.0,Đất cát,Millets,7,3,13,14-35-14
28.76,47.19,42.6,Đất mùn,Cây bông,13,6,15,20-20
32.94,56.15,39.04,Đất sét,Khoai tây,10,0,44,DAP
30.95,51.06,49.29,Đất đỏ bazan,Millets,1,22,16,20-20
38.62,70.77,25.82,Đất cát,Cây đậu phộng (Lạc),20,0,22,Urea
23.99,47.13,39.12,Đất mùn,Các loại đậu,11,11,21,10-26-26
35.52,69.26,40.18,Đất mùn,Cây chè,13,0,36,DAP
29.77,66.6,24.94,Đất mùn,Khoai tây,0,21,15,DAP
22.08,55.41,30.32,Đất đỏ bazan,Cây chè,12,13,16,17-17-17
38.92,68.71,67.94,Đất đỏ bazan,Cây lúa,14,0,36,10-26-26
21.59,47.89,48.19,Đất sét,Cây đậu phộng (Lạc),22,3,20,10-26-26
30.53,71.63,58.35,Đất sét,Cây chuối,7,10,33,DAP
31.03,63.64,58.7,Đất mùn,Khoai tây,13,0,42,DAP
26.25,58.93,30.41,Đất sét,Cây chè,16,0,8,28-28
27.78,47.15,25.01,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),32,0,0,14-35-14
33.17,71.81,25.25,Đất thịt tơi xốp,Các loại đậu,6,8,29,Urea
33.5,56.92,24.03,Đất mùn,Cây chè,8,19,15,28-28
30.44,44.11,42.92,Đất cát,Millets,36,1,0,14-35-14
32.97,68.78,70.0,Đất sét,Cây lúa,28,0,17,14-35-14
27.06,40.83,46.05,Đất mùn,Cây chè,7,14,15,17-17-17
31.04,58.13,57.29,Đất sét,Cây mía,10,2,16,17-17-17
30.83,65.17,47.75,Đất mùn,Cây bông,22,0,22,28-28
31.21,63.59,39.81,Đất thịt tơi xốp,Cây mía,24,2,32,17-17-17
31.8,67.54,30.73,Đất thịt tơi xốp,Cây chè,17,0,10,10-26-26
28.54,61.73,53.85,Đất sét,Cây mía,14,0,5,10-26-26
25.17,52.14,60.08,Đất sét,Millets,12,0,30,20-20
32.28,59.29,33.73,Đất cát,Cây chuối,10,9,25,14-35-14
29.33,61.81,52.99,Đất mùn,Các loại đậu,4,8,30,14-35-14
26.82,47.7,36.38,Đất cát,Millets,23,0,20,20-20
20.79,58.13,63.78,Đất sét,Khoai tây,11,15,11,28-28
23.46,51.39,66.66,Đất mùn,Cây bắp,39,0,0,28-28
24.18,44.13,35.86,Đất sét,Các loại đậu,24,0,28,Urea
32.87,75.67,28.54,Đất sét,Cây mía,3,9,34,Urea
25.45,46.24,30.1,Đất cát,Cây mía,7,14,12,10-26-26
39.74,60.17,21.63,Đất mùn,Các loại hạt (hạt mè, hạt  cải),4,9,33,14-35-14
32.08,59.3,58.06,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),12,18,14,20-20
30.51,52.84,30.95,Đất đỏ bazan,Cây đậu phộng (Lạc),42,0,0,10-26-26
34.11,55.59,36.69,Đất cát,Khoai tây,8,3,5,14-35-14
32.32,62.37,45.01,Đất cát,Cây đậu phộng (Lạc),8,0,43,10-26-26
28.02,53.05,28.07,Đất mùn,Khoai tây,26,0,18,Urea
31.92,56.42,20.53,Đất thịt tơi xốp,Các loại đậu,12,0,42,28-28
29.87,54.64,41.07,Đất thịt tơi xốp,Khoai tây,32,0,0,Urea
25.04,44.26,24.93,Đất cát,Cây lúa,14,2,44,20-20
36.1,73.12,51.29,Đất sét,Cây đậu phộng (Lạc),35,2,0,17-17-17
30.18,63.89,56.27,Đất sét,Millets,14,4,10,20-20
30.75,57.34,38.18,Đất thịt tơi xốp,Cây mía,34,0,0,28-28
26.99,58.1,39.21,Đất thịt tơi xốp,Cây bắp,13,0,44,17-17-17
31.22,62.28,43.12,Đất sét,Các loại hạt (hạt mè, hạt  cải),41,2,0,14-35-14
26.24,42.54,70.0,Đất cát,Cây mía,38,0,2,14-35-14
30.16,73.4,62.27,Đất sét,Cây mía,33,3,2,14-35-14
37.13,61.9,67.27,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),13,0,35,Urea
30.61,60.97,28.66,Đất thịt tơi xốp,Các loại đậu,18,0,15,17-17-17
40.0,60.26,61.12,Đất sét,Các loại hạt (hạt mè, hạt  cải),13,3,39,Urea
39.7,65.03,33.95,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),11,2,34,DAP
37.83,72.8,47.8,Đất cát,Cây bông,12,10,25,20-20
34.87,52.87,24.26,Đất đỏ bazan,Cây lúa,41,1,0,10-26-26
35.94,78.88,56.11,Đất mùn,Cây đậu phộng (Lạc),39,0,0,14-35-14
28.21,60.33,34.58,Đất sét,Khoai tây,42,2,0,20-20
28.71,56.73,35.54,Đất sét,Cây chè,39,0,0,20-20
24.5,43.5,22.45,Đất mùn,Khoai tây,17,0,38,10-26-26
32.84,61.49,52.7,Đất cát,Cây chuối,22,3,17,10-26-26
28.98,57.19,43.18,Đất cát,Cây mía,43,3,1,20-20
29.58,45.95,24.54,Đất mùn,Millets,4,12,32,DAP
30.61,51.99,36.27,Đất đỏ bazan,Cây chuối,9,17,13,DAP
23.16,48.77,42.61,Đất cát,Cây bắp,20,0,27,28-28
32.57,69.05,45.35,Đất thịt tơi xốp,Cây mía,13,3,9,28-28
24.76,61.52,44.12,Đất đỏ bazan,Millets,24,0,24,14-35-14
35.84,53.53,41.21,Đất thịt tơi xốp,Cây chuối,19,0,39,17-17-17
23.47,59.67,53.64,Đất thịt tơi xốp,Cây bông,11,14,15,14-35-14
33.5,62.28,32.37,Đất đỏ bazan,Cây mía,22,0,21,20-20
27.97,53.64,28.44,Đất thịt tơi xốp,Cây mía,7,3,32,17-17-17
24.34,54.43,66.95,Đất đỏ bazan,Cây mía,8,2,42,20-20
31.09,59.6,33.1,Đất thịt tơi xốp,Cây lúa,14,4,16,17-17-17
23.32,57.71,54.19,Đất cát,Khoai tây,9,0,14,10-26-26
23.28,48.81,34.98,Đất mùn,Cây chè,14,3,25,Urea
32.16,54.28,39.92,Đất sét,Cây đậu phộng (Lạc),39,3,1,Urea
23.82,62.55,43.11,Đất mùn,Cây mía,3,13,12,10-26-26
30.33,57.26,50.77,Đất thịt tơi xốp,Cây bông,31,0,4,28-28
33.73,61.45,61.26,Đất đỏ bazan,Cây bắp,39,0,1,17-17-17
32.69,72.28,38.65,Đất mùn,Cây chè,37,1,0,Urea
23.44,49.3,63.03,Đất mùn,Cây mía,10,0,10,28-28
35.71,57.85,44.78,Đất thịt tơi xốp,Cây bông,11,11,11,28-28
24.99,66.72,29.41,Đất đỏ bazan,Cây đậu phộng (Lạc),10,21,19,Urea
20.52,46.83,35.07,Đất thịt tơi xốp,Cây đậu phộng (Lạc),10,9,14,28-28
33.8,59.62,68.25,Đất mùn,Cây bông,13,0,42,20-20
33.49,54.83,41.26,Đất mùn,Cây chè,11,13,11,10-26-26
29.67,55.61,51.15,Đất đỏ bazan,Millets,8,0,8,20-20
30.68,59.47,45.25,Đất cát,Cây chuối,13,0,40,17-17-17
26.48,57.43,33.64,Đất thịt tơi xốp,Cây lúa,37,0,0,14-35-14
32.94,64.13,60.88,Đất đỏ bazan,Khoai tây,7,16,16,Urea
40.0,64.34,28.36,Đất sét,Cây đậu phộng (Lạc),12,4,40,20-20
36.13,73.48,70.0,Đất mùn,Cây mía,10,0,38,Urea
27.98,52.26,44.53,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),19,0,14,28-28
31.98,58.87,58.24,Đất sét,Cây đậu phộng (Lạc),18,0,33,10-26-26
31.47,58.3,39.96,Đất thịt tơi xốp,Cây lúa,32,0,0,20-20
31.81,57.99,62.68,Đất cát,Khoai tây,7,6,34,Urea
37.77,55.25,50.88,Đất cát,Millets,12,0,16,Urea
29.33,55.2,61.35,Đất cát,Khoai tây,20,0,19,Urea
32.85,59.83,44.54,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),8,2,40,28-28
28.72,45.24,39.24,Đất thịt tơi xốp,Cây chuối,43,0,0,20-20
28.52,47.06,36.31,Đất sét,Các loại hạt (hạt mè, hạt  cải),35,0,0,17-17-17
25.47,57.84,58.11,Đất sét,Khoai tây,11,0,14,DAP
26.15,68.06,41.5,Đất đỏ bazan,Cây bông,12,0,13,Urea
22.95,47.88,36.75,Đất thịt tơi xốp,Các loại đậu,43,0,0,14-35-14
34.85,71.71,50.57,Đất mùn,Cây đậu phộng (Lạc),36,4,4,17-17-17
27.69,58.19,70.0,Đất cát,Các loại hạt (hạt mè, hạt  cải),31,0,0,28-28
31.43,46.23,27.98,Đất sét,Cây chuối,38,4,0,17-17-17
34.41,58.34,39.5,Đất mùn,Các loại đậu,13,2,14,20-20
22.77,60.17,30.85,Đất đỏ bazan,Cây chuối,36,0,2,Urea
32.0,63.0,26.06,Đất cát,Millets,6,13,29,DAP
35.34,64.93,31.98,Đất sét,Các loại hạt (hạt mè, hạt  cải),7,9,26,Urea
31.64,53.93,46.5,Đất thịt tơi xốp,Các loại đậu,12,17,12,14-35-14
40.0,73.42,42.79,Đất thịt tơi xốp,Cây chè,8,5,25,DAP
30.67,61.79,70.0,Đất đỏ bazan,Khoai tây,11,0,33,28-28
31.15,58.01,20.55,Đất sét,Cây chuối,0,16,20,DAP
32.26,63.7,54.1,Đất mùn,Các loại hạt (hạt mè, hạt  cải),38,0,0,DAP
32.94,65.59,37.37,Đất sét,Cây bắp,24,0,20,28-28
31.06,53.58,33.37,Đất thịt tơi xốp,Cây mía,9,4,30,Urea
29.5,43.2,31.87,Đất đỏ bazan,Cây bắp,3,15,19,10-26-26
30.09,45.72,35.36,Đất cát,Các loại hạt (hạt mè, hạt  cải),11,0,16,17-17-17
31.13,52.49,40.63,Đất mùn,Các loại hạt (hạt mè, hạt  cải),41,0,0,Urea
23.38,57.65,23.02,Đất cát,Khoai tây,13,1,13,14-35-14
21.31,51.38,34.91,Đất đỏ bazan,Cây lúa,18,18,8,14-35-14
34.52,64.07,41.38,Đất cát,Các loại hạt (hạt mè, hạt  cải),17,19,12,17-17-17
23.91,47.47,43.3,Đất sét,Cây bắp,16,10,12,17-17-17
30.26,57.22,40.09,Đất cát,Các loại đậu,25,2,28,20-20
35.47,67.7,66.68,Đất cát,Cây bông,13,0,13,DAP
32.54,58.92,43.95,Đất thịt tơi xốp,Cây mía,34,0,0,28-28
34.02,68.57,47.58,Đất sét,Cây bắp,38,1,0,DAP
30.79,48.95,45.28,Đất thịt tơi xốp,Khoai tây,17,0,14,28-28
22.43,56.08,31.03,Đất đỏ bazan,Cây mía,39,3,4,28-28
26.59,58.55,40.52,Đất sét,Millets,10,0,5,17-17-17
35.14,59.91,45.38,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),9,2,14,14-35-14
26.62,46.12,36.96,Đất thịt tơi xốp,Khoai tây,25,0,28,28-28
36.62,60.89,31.29,Đất thịt tơi xốp,Cây bông,12,0,39,17-17-17
31.74,60.76,52.06,Đất mùn,Các loại đậu,12,10,26,Urea
27.3,53.57,30.09,Đất thịt tơi xốp,Cây mía,36,0,2,DAP
25.53,66.93,43.97,Đất thịt tơi xốp,Cây chuối,8,3,16,20-20
33.49,68.47,41.93,Đất sét,Khoai tây,10,0,39,20-20
29.44,67.64,34.34,Đất thịt tơi xốp,Cây bắp,4,5,33,28-28
31.4,53.31,38.96,Đất mùn,Cây mía,8,2,32,10-26-26
28.49,62.9,43.12,Đất thịt tơi xốp,Cây lúa,11,0,37,14-35-14
28.16,51.2,43.04,Đất thịt tơi xốp,Cây đậu phộng (Lạc),20,0,26,10-26-26
25.01,68.47,20.0,Đất cát,Các loại đậu,5,12,32,Urea
21.17,41.47,69.82,Đất cát,Cây chuối,6,0,13,10-26-26
37.67,57.53,46.72,Đất mùn,Các loại đậu,37,2,0,20-20
22.97,52.59,58.34,Đất thịt tơi xốp,Cây bắp,11,0,17,10-26-26
25.2,43.7,38.61,Đất thịt tơi xốp,Cây lúa,44,0,3,14-35-14
35.88,78.27,46.3,Đất mùn,Khoai tây,37,4,0,10-26-26
33.19,66.17,37.08,Đất thịt tơi xốp,Cây đậu phộng (Lạc),19,1,37,DAP
30.68,66.84,47.59,Đất sét,Cây đậu phộng (Lạc),20,0,16,14-35-14
28.56,61.95,35.05,Đất đỏ bazan,Cây mía,26,0,21,10-26-26
25.5,52.83,32.4,Đất thịt tơi xốp,Cây bắp,16,11,12,20-20
29.68,53.79,33.21,Đất thịt tơi xốp,Cây chuối,17,0,35,28-28
31.23,59.48,40.81,Đất mùn,Cây chè,27,2,20,28-28
25.13,54.49,68.4,Đất mùn,Cây bắp,43,0,0,Urea
33.11,64.58,70.0,Đất mùn,Cây lúa,12,0,33,20-20
37.04,74.37,60.83,Đất sét,Cây bắp,14,0,35,17-17-17
29.26,55.32,37.97,Đất đỏ bazan,Millets,40,4,0,Urea
31.41,73.32,30.0,Đất thịt tơi xốp,Các loại đậu,9,4,7,Urea
29.66,51.34,33.38,Đất cát,Cây bông,38,2,1,28-28
38.64,73.89,24.43,Đất đỏ bazan,Khoai tây,17,3,14,14-35-14
32.27,66.39,44.16,Đất mùn,Các loại hạt (hạt mè, hạt  cải),6,4,14,17-17-17
31.98,71.09,57.24,Đất sét,Cây bắp,30,0,2,Urea
32.2,67.65,34.68,Đất thịt tơi xốp,Cây bắp,4,11,25,Urea
34.86,63.91,28.03,Đất sét,Cây chè,13,0,36,10-26-26
35.2,59.92,34.79,Đất cát,Cây đậu phộng (Lạc),14,0,11,Urea
27.29,43.87,59.55,Đất thịt tơi xốp,Khoai tây,11,4,12,14-35-14
31.65,62.43,44.31,Đất mùn,Các loại hạt (hạt mè, hạt  cải),37,0,0,20-20
27.14,62.52,23.61,Đất mùn,Cây lúa,37,0,3,14-35-14
34.29,62.31,59.0,Đất thịt tơi xốp,Cây chè,8,8,29,Urea
34.1,73.57,58.27,Đất sét,Các loại đậu,38,0,0,Urea
30.03,52.95,35.22,Đất cát,Cây đậu phộng (Lạc),25,0,18,Urea
30.44,50.67,28.24,Đất sét,Cây đậu phộng (Lạc),14,0,36,10-26-26
22.91,57.98,48.26,Đất cát,Khoai tây,24,4,22,17-17-17
31.78,68.85,30.4,Đất sét,Cây đậu phộng (Lạc),38,0,0,Urea
22.04,42.62,30.2,Đất đỏ bazan,Cây chuối,10,4,45,DAP
21.17,53.65,26.09,Đất cát,Cây chuối,4,14,22,Urea
29.92,60.54,26.63,Đất thịt tơi xốp,Cây chè,13,1,34,28-28
37.31,76.05,41.17,Đất mùn,Cây mía,11,12,31,17-17-17
27.21,59.57,29.83,Đất thịt tơi xốp,Cây bông,9,18,24,Urea
24.24,50.03,61.83,Đất sét,Các loại hạt (hạt mè, hạt  cải),12,1,12,28-28
24.0,45.62,24.15,Đất cát,Cây chuối,14,15,14,14-35-14
29.25,63.08,52.62,Đất thịt tơi xốp,Cây mía,21,4,29,28-28
38.84,59.76,40.13,Đất thịt tơi xốp,Millets,13,3,35,Urea
27.56,57.7,65.07,Đất đỏ bazan,Khoai tây,9,8,32,14-35-14
28.68,67.29,22.56,Đất cát,Cây bông,7,0,37,20-20
33.64,66.85,33.19,Đất đỏ bazan,Cây đậu phộng (Lạc),3,19,17,14-35-14
38.58,69.85,53.04,Đất thịt tơi xốp,Cây chè,12,12,32,Urea
21.75,59.66,26.34,Đất sét,Cây chuối,15,4,12,17-17-17
29.28,50.3,33.27,Đất sét,Cây bắp,30,0,2,20-20
26.86,59.65,38.45,Đất cát,Cây đậu phộng (Lạc),24,0,22,28-28
30.57,62.75,27.2,Đất cát,Khoai tây,7,11,31,DAP
33.25,61.57,24.83,Đất cát,Millets,6,15,12,17-17-17
24.62,48.57,46.69,Đất đỏ bazan,Cây chè,21,0,21,28-28
34.81,52.08,24.15,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),15,0,38,DAP
21.07,61.79,38.38,Đất sét,Khoai tây,9,8,10,17-17-17
34.84,64.32,51.31,Đất thịt tơi xốp,Cây đậu phộng (Lạc),15,13,14,17-17-17
35.16,68.01,47.87,Đất sét,Cây đậu phộng (Lạc),6,11,28,DAP
30.7,55.66,49.99,Đất cát,Millets,41,0,1,Urea
25.09,67.19,40.04,Đất mùn,Cây đậu phộng (Lạc),17,0,19,DAP
29.06,54.83,25.81,Đất cát,Cây đậu phộng (Lạc),26,0,24,14-35-14
34.1,57.5,52.38,Đất đỏ bazan,Cây mía,10,0,41,DAP
31.75,69.81,26.93,Đất mùn,Cây đậu phộng (Lạc),10,1,36,Urea
27.94,51.24,67.82,Đất mùn,Cây chè,8,0,11,20-20
36.3,61.96,55.25,Đất sét,Cây chuối,4,4,26,Urea
32.17,59.99,29.91,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),10,4,32,14-35-14
32.6,55.24,25.85,Đất đỏ bazan,Các loại đậu,10,11,25,14-35-14
21.11,46.75,40.36,Đất mùn,Cây lúa,13,0,6,28-28
27.76,48.25,32.92,Đất sét,Khoai tây,8,0,8,17-17-17
24.97,56.24,31.96,Đất thịt tơi xốp,Các loại đậu,38,1,0,DAP
33.13,59.46,51.97,Đất cát,Khoai tây,21,0,20,14-35-14
22.97,50.21,48.12,Đất thịt tơi xốp,Millets,23,0,18,10-26-26
30.37,53.97,39.69,Đất thịt tơi xốp,Cây mía,14,1,38,10-26-26
22.99,40.85,53.03,Đất thịt tơi xốp,Millets,11,14,16,DAP
33.79,70.29,36.68,Đất thịt tơi xốp,Cây chuối,20,0,22,28-28
33.8,56.61,45.77,Đất đỏ bazan,Các loại đậu,9,14,10,20-20
35.21,60.24,45.82,Đất cát,Millets,23,4,26,17-17-17
21.68,57.54,26.22,Đất sét,Khoai tây,16,0,12,10-26-26
25.54,55.47,43.59,Đất thịt tơi xốp,Cây mía,27,0,21,DAP
29.88,47.26,53.13,Đất thịt tơi xốp,Cây chuối,4,22,11,Urea
28.2,67.68,36.91,Đất sét,Cây bắp,8,20,19,17-17-17
31.52,62.57,31.45,Đất đỏ bazan,Millets,39,4,2,20-20
33.21,57.68,38.86,Đất sét,Các loại hạt (hạt mè, hạt  cải),22,0,20,Urea
28.13,56.05,29.83,Đất đỏ bazan,Cây bông,33,0,1,Urea
24.11,47.61,64.23,Đất đỏ bazan,Cây bắp,13,4,8,10-26-26
35.31,70.81,53.98,Đất đỏ bazan,Cây bông,42,1,3,14-35-14
29.83,60.95,39.12,Đất sét,Các loại đậu,8,10,11,10-26-26
26.17,50.41,34.14,Đất sét,Cây chè,32,3,3,10-26-26
33.95,67.71,34.77,Đất cát,Các loại đậu,10,0,43,DAP
34.66,67.58,55.82,Đất sét,Cây mía,13,0,12,20-20
33.61,51.43,21.75,Đất mùn,Cây đậu phộng (Lạc),39,1,0,28-28
21.95,50.68,43.79,Đất mùn,Cây chè,41,2,0,10-26-26
29.67,60.39,41.65,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),19,3,15,10-26-26
30.3,64.8,39.21,Đất cát,Các loại hạt (hạt mè, hạt  cải),25,0,22,DAP
24.96,55.02,37.99,Đất cát,Cây lúa,13,1,8,DAP
